"","location","year","latitude","longitude","n","planting_doy_combined","harvest_doy_combined","flower_doy_combined","county_state","State","CUM_GDD_70","GDD_modave","GDD_future","GDD_fixed","tot_precip","frost_day"
"534","Casselton_NuSun","1985",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",809.47,757.9,878.1298,1332.605,123.6,282
"535","Casselton_NuSun","1986",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",969.32,897.27,1001.70985,1423.81,161.61,282
"536","Casselton_NuSun","1987",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1048.485,920.15,1023.12485,1485.965,116.05,280
"537","Casselton_NuSun","1988",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1175.26,966.8,1055.50655,1603.805,50.3,278
"538","Casselton_NuSun","1989",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",956.59,847.51,957.0637,1474.58,149.01,276
"539","Casselton_NuSun","1990",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",918.515,855.08,963.0854,1448.42,95.12,280
"540","Casselton_NuSun","1991",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",989.695,922.065,1028.78095,1600.745,105.9,288
"541","Casselton_NuSun","1992",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",710.925,701.265,835.4256,1260.555,171.01,272
"542","Casselton_NuSun","1993",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",729.75,721.555,867.5947,1310.91,211.11,275
"543","Casselton_NuSun","1994",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",901.1,858.945,973.58205,1443.525,112.91,304
"544","Casselton_NuSun","1995",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",966.345,888.11,998.38455,1494.67,106.86,265
"545","Casselton_NuSun","1996",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",892.705,833.755,945.6476,1434.94,133.35,297
"546","Casselton_NuSun","1997",46.8871,-97.2305,365,141,281,213.12,"Cass_ND","ND",921.405,859.24,972.62425,1406.165,120.89,295
"547","Casselton_NuSun","1998",46.8871,-97.2305,365,146,296,218.638888888889,"Cass_ND","ND",916.165,863.19,974.85675,1515.705,77.11,307
"548","Casselton_NuSun","1999",46.8871,-97.2305,365,146,286,212.19512195122,"Cass_ND","ND",968,894.095,1007.15065,1439.98,121.27,275
"549","Casselton_NuSun","2000",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",869.615,813.22,941.9378,1411.48,119.23,282
"550","Casselton_NuSun","2001",46.8871,-97.2305,365,145,282,215.931818181818,"Cass_ND","ND",975.195,892.945,1015.912,1504.585,165.03,279
"551","Casselton_NuSun","2002",46.8871,-97.2305,365,140,284,209.372881355932,"Cass_ND","ND",999.745,915.925,1018.2054,1489.695,121.41,289
"552","Casselton_NuSun","2003",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",910.03,854.915,970.22565,1465.06,26.07,274
"553","Casselton_NuSun","2004",46.8871,-97.2305,365,148,294,224.161764705882,"Cass_ND","ND",828.51,789.9,923.3853,1256.015,122.29,278
"554","Casselton_NuSun","2005",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",966.07,893.93,1018.5234,1490.205,155.94,310
"555","Casselton_NuSun","2006",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1054.585,934.06,1031.1618,1539.93,146.33,285
"556","Casselton_NuSun","2007",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1013.785,928.46,1036.95595,1544.45,73.35,307
"557","Casselton_NuSun","2008",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",853.445,810.385,930.36895,1378.47,145.01,302
"558","Casselton_NuSun","2009",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",801.725,779.99,904.74535,1336.095,101.9,282
"559","Casselton_NuSun","2010",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",981.485,925.47,1034.4318,1523.095,147.25,302
"560","Casselton_NuSun","2011",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",948.36,887.53,1003.7998,1501.715,124.8,293
"561","Casselton_NuSun","2012",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1041.83,920.205,1023.26955,1547.7,43.84,286
"562","Casselton_NuSun","2013",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",951.525,885.275,997.2651,1521.41,48.59,301
"563","Casselton_NuSun","2014",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",947.435,895.18,1010.25315,1474.33,127.9,283
"564","Casselton_NuSun","2015",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",954.73,894.285,1001.824,1463.825,146.4,289
"565","Casselton_NuSun","2016",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",983.075,917.735,1025.8629,1556.21,49.65,298
"566","Casselton_NuSun","2017",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",943.155,858.735,970.5101,1418.13,96.61,300
"567","Casselton_NuSun","2018",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1027.76,945.42,1044.3707,1563.89,190.48,285
"568","Casselton_NuSun","2019",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",948.07,879.255,989.6651,1385.5,129.22,302
"569","Casselton_NuSun","2020",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1039.215,939.61,1043.3229,1514.245,259.08,292
"570","Casselton_NuSun","2021",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1039.26,905.81,1001.14375,1543.355,91.2,296
"571","Casselton_NuSun","2022",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",998.315,915.985,1018.48875,1511.57,72.49,280
"572","Casselton_NuSun","2023",46.8871,-97.2305,365,144.667857142857,287.932142857143,216.102564102564,"Cass_ND","ND",1035.55,932.15,1033.9207,1586.575,58.94,300
"573","Casselton_Sunwheat-full","1980",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",969.415,872.105,980.90235,1445.745,134.88,286
"574","Casselton_Sunwheat-full","1981",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",914.305,857.405,977.47925,1424.07,140.29,294
"575","Casselton_Sunwheat-full","1982",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",879.87,810.75,926.78675,1345.775,102.04,294
"576","Casselton_Sunwheat-full","1983",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1026.215,914.4,1024.18565,1492.64,98.49,287
"577","Casselton_Sunwheat-full","1984",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",955.925,880.16,986.71955,1448.155,21.35,270
"578","Casselton_Sunwheat-full","1985",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",842.98,786.64,904.40925,1332.605,105.24,282
"579","Casselton_Sunwheat-full","1986",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",993.79,917.385,1021.60235,1423.81,203.88,282
"580","Casselton_Sunwheat-full","1987",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1075.44,943.565,1046.1793,1485.965,100.09,280
"581","Casselton_Sunwheat-full","1988",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1198.19,988.21,1078.3971,1603.805,65.37,278
"582","Casselton_Sunwheat-full","1989",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1002.185,881.515,992.05815,1474.58,71.11,276
"583","Casselton_Sunwheat-full","1990",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",943.22,874.47,980.8379,1448.42,62.27,280
"584","Casselton_Sunwheat-full","1991",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1000.47,933.705,1042.6315,1600.745,87.31,288
"585","Casselton_Sunwheat-full","1992",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",742.635,727.17,865.77975,1260.555,113.21,272
"586","Casselton_Sunwheat-full","1993",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",757.92,746.645,897.18135,1310.91,243.01,275
"587","Casselton_Sunwheat-full","1994",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",923.92,877.705,993.36955,1443.525,259.83,304
"588","Casselton_Sunwheat-full","1995",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1010.065,924.295,1033.7215,1494.67,185.91,265
"589","Casselton_Sunwheat-full","1996",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",934.605,869.45,978.464,1434.94,102.5,297
"590","Casselton_Sunwheat-full","1997",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",987.165,907.32,1013.6315,1406.165,108.68,295
"591","Casselton_Sunwheat-full","1998",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",923.305,866.99,978.65675,1515.705,100.4,307
"592","Casselton_Sunwheat-full","1999",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",978.705,899.535,1013.02565,1439.98,148.85,275
"593","Casselton_Sunwheat-full","2000",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",905.715,842.86,969.1453,1411.48,126.94,282
"594","Casselton_Sunwheat-full","2001",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1012.53,916.305,1034.94285,1504.585,144.94,279
"595","Casselton_Sunwheat-full","2002",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1052.105,953.255,1059.5104,1489.695,165.23,289
"596","Casselton_Sunwheat-full","2003",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",940.815,881.605,997.1962,1465.06,60.3,274
"597","Casselton_Sunwheat-full","2004",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",828.51,789.9,923.3853,1256.015,182.91,278
"598","Casselton_Sunwheat-full","2005",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1012.455,932.215,1053.6998,1490.205,134.94,310
"599","Casselton_Sunwheat-full","2006",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1076.705,952.48,1049.3593,1539.93,94.66,285
"600","Casselton_Sunwheat-full","2007",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1059.615,966.56,1075.43845,1544.45,83.87,307
"601","Casselton_Sunwheat-full","2008",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",887.95,839.58,958.22145,1378.47,147.83,302
"602","Casselton_Sunwheat-full","2009",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",822.985,800.445,926.24675,1336.095,97.53,282
"603","Casselton_Sunwheat-full","2010",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1003.48,945.96,1055.21235,1523.095,174.34,302
"604","Casselton_Sunwheat-full","2011",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1000.415,929.78,1045.79175,1501.715,169.87,293
"605","Casselton_Sunwheat-full","2012",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1079.165,951.54,1052.92595,1547.7,52.74,286
"606","Casselton_Sunwheat-full","2013",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",972.81,906.56,1018.0765,1521.41,38.68,301
"607","Casselton_Sunwheat-full","2014",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",954.55,906.07,1022.3637,1474.33,70.02,283
"608","Casselton_Sunwheat-full","2015",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",971.39,911.15,1018.6265,1463.825,149.8,289
"609","Casselton_Sunwheat-full","2016",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1009.51,938.49,1045.87345,1556.21,130.72,298
"610","Casselton_Sunwheat-full","2017",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",962.575,878.105,989.6126,1418.13,98.7,300
"611","Casselton_Sunwheat-full","2018",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1034.9,957.015,1057.20625,1563.89,110.26,285
"612","Casselton_Sunwheat-full","2019",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",995.355,919.055,1027.1115,1385.5,184.12,302
"613","Casselton_Sunwheat-full","2020",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1053.085,953.345,1056.40735,1514.245,260.9,292
"614","Casselton_Sunwheat-full","2021",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1081.015,941.11,1035.76875,1543.355,45.64,296
"615","Casselton_Sunwheat-full","2022",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1031.91,943.385,1048.10485,1511.57,75.91,280
"616","Casselton_Sunwheat-full","2023",46.8871,-97.2305,365,148,NA,205.75,"Cass_ND","ND",1052.555,951.835,1054.82625,1586.575,72.46,300
"617","Cheyenne","1980",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1141.94,915.27,1006.00265,1428.95,67.13,285
"618","Cheyenne","1981",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1064.91,905.94,998.4932,1410.005,133.3,296
"619","Cheyenne","1982",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1003.93,868.255,972.02595,1384.555,128.8,284
"620","Cheyenne","1983",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1083.245,902.065,996.57875,1418.945,64.41,263
"621","Cheyenne","1984",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1087.26,907.155,996.06655,1494.825,35.15,273
"622","Cheyenne","1985",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1036.36,870.365,962.18905,1454.57,78.2,271
"623","Cheyenne","1986",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1094.685,908.44,997.8146,1434.86,66.11,285
"624","Cheyenne","1987",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1090.86,895.6,986.89765,1452.205,78.76,284
"625","Cheyenne","1988",41.1388,-103.0018,365,171,290,224.521739130435,"Cheyenne_NE","NE",1199.93,964.235,1052.07905,1520.445,31.57,302
"626","Cheyenne","1989",41.1388,-103.0018,365,160,288,227.260869565217,"Cheyenne_NE","NE",1091.505,912.045,1009.6607,1483.055,163.6,292
"627","Cheyenne","1990",41.1388,-103.0018,365,165,287,228.473684210526,"Cheyenne_NE","NE",1082.975,919.63,1015.56625,1481.235,70.39,282
"628","Cheyenne","1991",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1091.89,928.98,1020.10265,1562.395,34.05,301
"629","Cheyenne","1992",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",945.62,865.94,968.51875,1387.575,112.85,290
"630","Cheyenne","1993",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",974.84,861.92,960.11375,1400.045,113.1,300
"631","Cheyenne","1994",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1102.335,926.285,1014.5635,1569.67,40.08,308
"632","Cheyenne","1995",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1049.445,869.115,965.8218,1390.895,32.96,297
"633","Cheyenne","1996",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1093.385,935.31,1023.52155,1495.165,127.5,292
"634","Cheyenne","1997",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1046.815,904.95,1004.7007,1490.79,95.98,298
"635","Cheyenne","1998",41.1388,-103.0018,365,157,273,224.444444444444,"Cheyenne_NE","NE",1019.805,886.615,990.449,1456.885,108.35,314
"636","Cheyenne","1999",41.1388,-103.0018,365,159,287,227.257142857143,"Cheyenne_NE","NE",1074.775,920.365,1023.1254,1477.465,120.15,275
"637","Cheyenne","2000",41.1388,-103.0018,365,154,284,221.125,"Cheyenne_NE","NE",1120.47,898.62,991.97625,1506.62,28.86,281
"638","Cheyenne","2001",41.1388,-103.0018,365,169,299,230.130434782609,"Cheyenne_NE","NE",1208.235,967.235,1056.3521,1496.86,90.29,289
"639","Cheyenne","2002",41.1388,-103.0018,365,161,287,226.666666666667,"Cheyenne_NE","NE",1206.495,957.37,1043.9885,1515.94,116.11,286
"640","Cheyenne","2003",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1132.98,921.775,1011.2121,1464.45,88.49,298
"641","Cheyenne","2004",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",922.44,801.03,910.2362,1341.86,73.03,305
"642","Cheyenne","2005",41.1388,-103.0018,365,148,280,225.114914425428,"Cheyenne_NE","NE",1039.755,854.52,958.4651,1440.95,113.36,279
"643","Cheyenne","2006",41.1388,-103.0018,365,154,290,220.230769230769,"Cheyenne_NE","NE",1208.635,967.515,1057.5621,1535.16,58.21,291
"644","Cheyenne","2007",41.1388,-103.0018,365,152,274,218.285714285714,"Cheyenne_NE","NE",1132.285,937.4,1033.03875,1548.715,79.68,305
"645","Cheyenne","2008",41.1388,-103.0018,365,162,292,228.571428571429,"Cheyenne_NE","NE",1091.99,903.44,996.4607,1407.86,106.26,298
"646","Cheyenne","2009",41.1388,-103.0018,365,151,292,227.318181818182,"Cheyenne_NE","NE",974.325,856.62,962.4176,1416.245,97.26,276
"647","Cheyenne","2010",41.1388,-103.0018,365,152,286,221.894736842105,"Cheyenne_NE","NE",1107.405,926.97,1022.2743,1469.085,49.86,301
"648","Cheyenne","2011",41.1388,-103.0018,365,158,312,230.611111111111,"Cheyenne_NE","NE",1139.335,940.985,1035.59015,1460.595,100.98,292
"649","Cheyenne","2012",41.1388,-103.0018,365,143,289,225.333333333333,"Cheyenne_NE","NE",1198.02,925.4,1015.38905,1536.24,8.08,281
"650","Cheyenne","2013",41.1388,-103.0018,365,171,287.504132231405,219.947368421053,"Cheyenne_NE","NE",1146.06,946.04,1037.5232,1515.7,63.91,289
"651","Cheyenne","2014",41.1388,-103.0018,365,154,287.504132231405,220.125,"Cheyenne_NE","NE",1021.36,865.685,965.10735,1420.125,100.79,302
"652","Cheyenne","2015",41.1388,-103.0018,365,152,287.504132231405,229.4,"Cheyenne_NE","NE",1074.375,914.095,1013.27125,1396.42,23.87,302
"653","Cheyenne","2016",41.1388,-103.0018,365,159,287.504132231405,223.733333333333,"Cheyenne_NE","NE",1162.81,945.34,1037.29015,1445.79,104.79,313
"654","Cheyenne","2017",41.1388,-103.0018,365,153,287.504132231405,226.733333333333,"Cheyenne_NE","NE",1079.88,893.965,988.14015,1421.915,76.26,283
"655","Cheyenne","2018",41.1388,-103.0018,365,152,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1082.4,909.29,1009.03735,1475.78,80.15,287
"656","Cheyenne","2019",41.1388,-103.0018,365,158,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1041.03,891.2,988.37485,1379.415,148.47,283
"657","Cheyenne","2020",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1123.565,901.59,990.21905,1457.135,38.12,290
"658","Cheyenne","2021",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1145.105,918.8,1006.7135,1460.785,90.63,313
"659","Cheyenne","2022",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",1205.68,949.815,1037.5435,1501.74,16.41,291
"660","Cheyenne","2023",41.1388,-103.0018,365,158.008908685969,287.504132231405,225.114914425428,"Cheyenne_NE","NE",994.625,869.055,971.69595,1457.34,149.61,300
"661","Cheyenne 1","1980",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1159.865,922.945,1010.87155,1428.95,58.2,285
"662","Cheyenne 1","1981",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1081.81,914.705,1006.31765,1410.005,74.48,296
"663","Cheyenne 1","1982",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1068.55,911.015,1007.2807,1384.555,73.72,284
"664","Cheyenne 1","1983",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1158.4,946.005,1035.74765,1418.945,52.99,263
"665","Cheyenne 1","1984",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1143.115,940.47,1026.2985,1494.825,51.14,273
"666","Cheyenne 1","1985",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1061.445,883.71,973.69405,1454.57,47.83,271
"667","Cheyenne 1","1986",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1121.675,928.195,1013.6335,1434.86,72.06,285
"668","Cheyenne 1","1987",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1062.565,876.52,972.8718,1452.205,99.07,284
"669","Cheyenne 1","1988",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1195.335,955.685,1042.3085,1520.445,57.42,302
"670","Cheyenne 1","1989",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1108.51,920.85,1012.84155,1483.055,126.9,292
"671","Cheyenne 1","1990",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1079.88,907.31,1001.1957,1481.235,70.88,282
"672","Cheyenne 1","1991",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1119.1,937.105,1028.13265,1562.395,34.05,301
"673","Cheyenne 1","1992",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",957.665,866.785,967.7618,1387.575,105.94,290
"674","Cheyenne 1","1993",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1012.115,892.73,987.0246,1400.045,132.92,300
"675","Cheyenne 1","1994",41.1388,-103.0018,365,166,293,229.033333333333,"Cheyenne_NE","NE",1134.965,946.295,1034.62405,1569.67,41.11,308
"676","Cheyenne 1","1995",41.1388,-103.0018,365,179,312,243.941176470588,"Cheyenne_NE","NE",1180.44,946.47,1040.66125,1390.895,27.74,297
"677","Cheyenne 1","1996",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1111.935,951.17,1038.48655,1495.165,201.96,292
"678","Cheyenne 1","1997",41.1388,-103.0018,365,162,273,227.8,"Cheyenne_NE","NE",1068.685,922.13,1019.5882,1490.79,95.98,298
"679","Cheyenne 1","1998",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1103.065,929.455,1020.7346,1456.885,39.6,314
"680","Cheyenne 1","1999",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1116.535,936.86,1028.8146,1477.465,126.55,275
"681","Cheyenne 1","2000",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1162.705,924.275,1014.72765,1506.62,21.31,281
"682","Cheyenne 1","2001",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1191.785,955.465,1043.36155,1496.86,96.41,289
"683","Cheyenne 1","2002",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1212.735,958.485,1044.7835,1515.94,116.11,286
"684","Cheyenne 1","2003",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1178.74,937.01,1027.73265,1464.45,65.57,298
"685","Cheyenne 1","2004",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",923.455,798.305,908.7962,1341.86,86.67,305
"686","Cheyenne 1","2005",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1140.575,923.735,1015.3057,1440.95,72.19,279
"687","Cheyenne 1","2006",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1175.14,953.31,1044.6296,1535.16,87.69,291
"688","Cheyenne 1","2007",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1215.025,983.21,1071.28655,1548.715,64.95,305
"689","Cheyenne 1","2008",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1104.69,913.955,1003.88265,1407.86,96.56,298
"690","Cheyenne 1","2009",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1042.455,899.915,991.9896,1416.245,81.86,276
"691","Cheyenne 1","2010",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1149.125,943.14,1032.2396,1469.085,44.23,301
"692","Cheyenne 1","2011",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1194.905,962.65,1052.05155,1460.595,100.98,292
"693","Cheyenne 1","2012",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1252.73,946.755,1034.15655,1536.24,8.94,281
"694","Cheyenne 1","2013",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1117.625,929.1,1019.36265,1515.7,118.69,289
"695","Cheyenne 1","2014",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1075.88,896.27,987.42655,1420.125,95.04,302
"696","Cheyenne 1","2015",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1074.595,894.325,987.80015,1396.42,28.11,302
"697","Cheyenne 1","2016",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1116.005,913.74,1007.86265,1445.79,88.47,313
"698","Cheyenne 1","2017",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1080.295,885.075,978.0896,1421.915,91.39,283
"699","Cheyenne 1","2018",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1043.295,882.535,984.1779,1475.78,42.34,287
"700","Cheyenne 1","2019",41.1388,-103.0018,365,168.10447761194,291.850746268657,232.44776119403,"Cheyenne_NE","NE",1075.64,908.505,1001.4957,1379.415,131.33,283
