"csv_file","fname","Trial_ID","Location","State","Year","Unif_Brand","Unif_Hybrid","Unif_Name","planting_date","harvest_date","planting_doy","harvest_doy","lat","lon","named_location","garden_city","garden_county","geolocation_precision","crop_failure","yield_adj_needed","Irrigated","Oil_Confection","variety_traits","oil_pct","yield_lb_acre","flower_50pct_days_past_planting","flower_50_doy","mature_days_past_planting","mature_doy","mature_days_past_planting_censored","oil_yield_lb_acre_new","harvest_moisture_pct","height_cm","plants_per_thousandth_acre","head_diameter_cm","seed_weight_grams_per_200","test_weight_lbs_bushel"
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","Falcon","Seeds 2000_Falcon",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,EX_oil",39.6,2018,60,223,NA,NA,"not_censored",799.128,8.1,149.86,NA,NA,NA,25
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","Torino","Seeds 2000_Torino",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL_oil",42.6,2068,62,225,NA,NA,"not_censored",880.968,9,154.94,NA,NA,NA,26.4
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","X5807","Seeds 2000_X5807",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","Dehul_oil",38.4,2084,59,222,NA,NA,"not_censored",800.256,7.9,139.7,NA,NA,NA,22.5
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","X5870","Seeds 2000_X5870",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,EX,Dehull_oil",37.2,2629,59,222,NA,NA,"not_censored",977.988,7.9,154.94,NA,NA,NA,22.8
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","X6814","Seeds 2000_X6814",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","HO,CL,DM_oil",39.9,1918,58,221,NA,NA,"not_censored",765.282,7,157.48,NA,NA,NA,24.3
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","Cobalt II","Seeds 2000_Cobalt II",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","HO,CL,DM_oil",40.5,1757,58,221,NA,NA,"not_censored",711.585,7.9,137.16,NA,NA,NA,24.8
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","X6872","Seeds 2000_X6872",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL,DM_oil",38.5,1876,60,223,NA,NA,"not_censored",722.26,7.8,139.7,NA,NA,NA,24.6
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Seeds 2000","Camaro II","Seeds 2000_Camaro II",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL,DM_oil",40.2,2347,59,222,NA,NA,"not_censored",943.494,7.5,154.94,NA,NA,NA,25.2
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3158 NS/CL/DM","Syngenta_3158 NS/CL/DM",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL,DM_oil",39.7,2203,60,223,NA,NA,"not_censored",874.591,7.1,154.94,NA,NA,NA,24.8
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3495 NS/CL/DM","Syngenta_3495 NS/CL/DM",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL,DM_oil",41.3,1973,61,224,NA,NA,"not_censored",814.849,7.6,160.02,NA,NA,NA,25.8
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3733 NS/DM","Syngenta_3733 NS/DM",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,DM_oil",41.2,2397,61,224,NA,NA,"not_censored",987.564,7.9,142.24,NA,NA,NA,25.5
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3733 NS/DM pelleted","Syngenta_3733 NS/DM pelleted",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,DM_oil",39.7,2480,60,223,NA,NA,"not_censored",984.56,6.8,149.86,NA,NA,NA,25.1
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3845 HO","Syngenta_3845 HO",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","HO_oil",42.2,2812,58,221,NA,NA,"not_censored",1186.664,7.9,154.94,NA,NA,NA,25
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3990 NS/CL/DM","Syngenta_3990 NS/CL/DM",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL,DM_oil",39.2,2482,62,225,NA,NA,"not_censored",972.944,8.6,152.4,NA,NA,NA,25
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3995 NS/SU","Syngenta_3995 NS/SU",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,EX_oil",38.7,2082,60,223,NA,NA,"not_censored",805.734,8.3,144.78,NA,NA,NA,24.8
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","3158 NS/CL/DM Pelleted","Syngenta_3158 NS/CL/DM Pelleted",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","NS,CL,DM_oil",39.3,2374,60,223,NA,NA,"not_censored",932.982,7.4,149.86,NA,NA,NA,24.6
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","NX 24121","Syngenta_NX 24121",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","HO,CL,DM_oil",39.1,1912,54,217,NA,NA,"not_censored",747.592,8.2,144.78,NA,NA,NA,25.1
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","NX 24122","Syngenta_NX 24122",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","HO,CL,DM_oil",38,2096,60,223,NA,NA,"not_censored",796.48,8.6,165.1,NA,NA,NA,24
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"Syngenta","NX 24123","Syngenta_NX 24123",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","HO,CL,DM_oil",39.7,2298,61,224,NA,NA,"not_censored",912.306,8.7,157.48,NA,NA,NA,24.2
"A-652 2012_app_final.csv","Onida","Onida_2012","Onida","SD",2012,"USDA","894","USDA_894",20120611,20121009,163,283,44.7056,-100.0655,"Onida_10","Onida","Sully","city","N",NA,"dryland","oil","Trad._oil",40.8,2095,59,222,NA,NA,"not_censored",854.76,6.9,124.46,NA,NA,NA,24.9
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Croplan Genetics","3080 DMR NS","Croplan Genetics_3080 DMR NS",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,DM_oil",42.7,1894,NA,NA,NA,NA,"not_censored",808.738,5.8,134.62,18,NA,NA,27
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Croplan Genetics","432 E DMR NS","Croplan Genetics_432 E DMR NS",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX,DM_oil",40.6,1918,NA,NA,NA,NA,"not_censored",778.708,6.6,129.54,18,NA,NA,27.3
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Croplan Genetics","460 E NS","Croplan Genetics_460 E NS",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX_oil",41.8,2248,NA,NA,NA,NA,"not_censored",939.664,5.8,134.62,17.8,NA,NA,26.6
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Croplan Genetics","548 CL DMR NS","Croplan Genetics_548 CL DMR NS",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",40.9,2134,NA,NA,NA,NA,"not_censored",872.806,5.9,134.62,18,NA,NA,26.8
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Croplan Genetics","559 CL DMR NS","Croplan Genetics_559 CL DMR NS",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",41,2387,NA,NA,NA,NA,"not_censored",978.67,6.7,134.62,18,NA,NA,27.6
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 318NCL","Legend Seeds_LSF 318NCL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL_oil",39.4,1603,NA,NA,NA,NA,"not_censored",631.582,5.5,124.46,18,NA,NA,26.3
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 7813N","Legend Seeds_LSF 7813N",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS_oil",41.9,2060,NA,NA,NA,NA,"not_censored",863.14,7.5,127,18,NA,NA,27.8
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 8560NCL","Legend Seeds_LSF 8560NCL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL_oil",39.4,1996,NA,NA,NA,NA,"not_censored",786.424,6.3,137.16,18,NA,NA,26.5
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 9302HOCL","Legend Seeds_LSF 9302HOCL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL_oil",40.6,1703,NA,NA,NA,NA,"not_censored",691.418,6,106.68,17.4,NA,NA,27.1
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 9501","Legend Seeds_LSF 9501",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","Trad._oil",40.4,2176,NA,NA,NA,NA,"not_censored",879.104,6.9,132.08,18,NA,NA,27
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 9505NCL","Legend Seeds_LSF 9505NCL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL_oil",41.8,1955,NA,NA,NA,NA,"not_censored",817.19,6.6,132.08,17.4,NA,NA,28.4
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Legend Seeds","LSF 9568NCL","Legend Seeds_LSF 9568NCL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL_oil",38.9,1903,NA,NA,NA,NA,"not_censored",740.267,6.3,132.08,18,NA,NA,27.2
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Mycogen","8D417","Mycogen_8D417",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","ConOil,SS_oil",39.9,2504,NA,NA,NA,NA,"not_censored",999.096,8,104.14,18,NA,NA,27
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Mycogen","8H449CLDM","Mycogen_8H449CLDM",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,DM_oil",41.8,2328,NA,NA,NA,NA,"not_censored",973.104,5.6,132.08,17.4,NA,NA,27.4
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Mycogen","8N421CLDM","Mycogen_8N421CLDM",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",40.4,2351,NA,NA,NA,NA,"not_censored",949.804,6.9,132.08,18,NA,NA,26.3
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Mycogen","8N510","Mycogen_8N510",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS_oil",40.5,2424,NA,NA,NA,NA,"not_censored",981.72,5.7,132.08,18,NA,NA,26.1
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Mycogen","8N678S","Mycogen_8N678S",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","SS_oil",43.1,2092,NA,NA,NA,NA,"not_censored",901.652,7.1,111.76,18,NA,NA,26.8
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Pioneer","63HE60","Pioneer_63HE60",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,EX,DM_oil",40.3,1787,NA,NA,NA,NA,"not_censored",720.161,7.1,139.7,18,NA,NA,25.5
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Pioneer","63ME70","Pioneer_63ME70",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX,DM_oil",39.6,2176,NA,NA,NA,NA,"not_censored",861.696,5.9,139.7,17.6,NA,NA,25
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Pioneer","63ME80","Pioneer_63ME80",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX,DM_oil",40.8,2051,NA,NA,NA,NA,"not_censored",836.808,6.9,137.16,17.4,NA,NA,27.4
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Pioneer","64HE01","Pioneer_64HE01",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,EX,DM_oil",39.5,1864,NA,NA,NA,NA,"not_censored",736.28,7.8,137.16,18,NA,NA,27.5
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Proseed","E-21 CL","Proseed_E-21 CL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO_oil",39.2,2145,NA,NA,NA,NA,"not_censored",840.84,7,154.94,18,NA,NA,27.4
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Proseed","E-23 CL","Proseed_E-23 CL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","Trad._oil",40.3,1934,NA,NA,NA,NA,"not_censored",779.402,7.7,162.56,18,NA,NA,28.5
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Proseed","E-85CL","Proseed_E-85CL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO_oil",40.3,2071,NA,NA,NA,NA,"not_censored",834.613,5.4,149.86,18,NA,NA,26.6
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Badger CL","Seeds 2000_Badger CL",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","ConOil, CL_oil",38.5,2196,NA,NA,NA,NA,"not_censored",845.46,7.4,139.7,18,NA,NA,26
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Badger HO","Seeds 2000_Badger HO",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,ConOil_oil",37.4,1873,NA,NA,NA,NA,"not_censored",700.502,7.2,129.54,17.4,NA,NA,25.3
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Daytona","Seeds 2000_Daytona",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL_oil",39.5,2009,NA,NA,NA,NA,"not_censored",793.555,6.2,114.3,18,NA,NA,26.2
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Durango","Seeds 2000_Durango",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX_oil",40.4,2097,NA,NA,NA,NA,"not_censored",847.188,7.2,116.84,18,NA,NA,28.2
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Falcon","Seeds 2000_Falcon",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX_oil",40.5,1888,NA,NA,NA,NA,"not_censored",764.64,6.2,132.08,18,NA,NA,27.2
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Torino","Seeds 2000_Torino",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL_oil",40.1,1871,NA,NA,NA,NA,"not_censored",750.271,6.4,132.08,18,NA,NA,27.7
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","X5807","Seeds 2000_X5807",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","Dehul_oil",38.6,1731,NA,NA,NA,NA,"not_censored",668.166,7,127,18,NA,NA,23.9
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","X5870","Seeds 2000_X5870",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX,Dehull_oil",38.6,1583,NA,NA,NA,NA,"not_censored",611.038,6.1,144.78,18,NA,NA,25.2
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","X6814","Seeds 2000_X6814",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,DM_oil",39.6,2141,NA,NA,NA,NA,"not_censored",847.836,5.8,147.32,18,NA,NA,26.8
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Cobalt II","Seeds 2000_Cobalt II",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,DM_oil",39.2,1768,NA,NA,NA,NA,"not_censored",693.056,6.4,114.3,18,NA,NA,25.8
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","X6872","Seeds 2000_X6872",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",39.5,2054,NA,NA,NA,NA,"not_censored",811.33,6.1,127,17.4,NA,NA,26.4
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Seeds 2000","Camaro II","Seeds 2000_Camaro II",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",40.6,1870,NA,NA,NA,NA,"not_censored",759.22,6.2,134.62,18,NA,NA,26.7
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3158 NS/CL/DM","Syngenta_3158 NS/CL/DM",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",40.3,1679,NA,NA,NA,NA,"not_censored",676.637,7.1,132.08,18,NA,NA,27.3
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3495 NS/CL/DM","Syngenta_3495 NS/CL/DM",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",40.2,1796,NA,NA,NA,NA,"not_censored",721.992,6.2,139.7,17.6,NA,NA,28.1
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3733 NS/DM","Syngenta_3733 NS/DM",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,DM_oil",40.3,2009,NA,NA,NA,NA,"not_censored",809.627,6.2,127,17.6,NA,NA,27.5
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3733 NS/DM pelleted","Syngenta_3733 NS/DM pelleted",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,DM_oil",41.4,2268,NA,NA,NA,NA,"not_censored",938.952,6.5,124.46,18,NA,NA,27.5
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3845 HO","Syngenta_3845 HO",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO_oil",42.5,2199,NA,NA,NA,NA,"not_censored",934.575,6,129.54,17.6,NA,NA,27.3
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3990 NS/CL/DM","Syngenta_3990 NS/CL/DM",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",41.2,2048,NA,NA,NA,NA,"not_censored",843.776,6.1,137.16,18,NA,NA,27.1
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3995 NS/SU","Syngenta_3995 NS/SU",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,EX_oil",39.9,1836,NA,NA,NA,NA,"not_censored",732.564,6.7,132.08,18,NA,NA,26.8
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","3158 NS/CL/DM Pelleted","Syngenta_3158 NS/CL/DM Pelleted",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","NS,CL,DM_oil",39.3,2001,NA,NA,NA,NA,"not_censored",786.393,7,137.16,16.9,NA,NA,26.9
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","NX 24121","Syngenta_NX 24121",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,DM_oil",39.3,1831,NA,NA,NA,NA,"not_censored",719.583,6.3,121.92,18,NA,NA,27.2
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","NX 24122","Syngenta_NX 24122",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,DM_oil",38.7,1701,NA,NA,NA,NA,"not_censored",658.287,6.6,134.62,17.4,NA,NA,26.9
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"Syngenta","NX 24123","Syngenta_NX 24123",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","HO,CL,DM_oil",41.1,1890,NA,NA,NA,NA,"not_censored",776.79,6.8,139.7,18,NA,NA,26.6
"A-652 2012_app_final.csv","Presho","Presho_2012","Presho","SD",2012,"USDA","894","USDA_894",20120612,20121015,164,289,43.9097,-100.0587,"Presho_3","Presho","Lyman","city","N",NA,"dryland","oil","Trad._oil",43.2,1830,NA,NA,NA,NA,"not_censored",790.56,6,121.92,16.5,NA,NA,26.9
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Agricol","Agsun 5264","Agricol_Agsun 5264",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","Trad._oil",44.1,3024,63,219,105,261,"not_censored",1333.584,15.5,NA,NA,NA,NA,31
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Agricol","Agsun 8251","Agricol_Agsun 8251",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","Trad._oil",37.7,3471,67,223,106,262,"not_censored",1308.567,19.3,NA,NA,NA,NA,32
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Croplan Genetics","432 E DMR NS","Croplan Genetics_432 E DMR NS",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","NS_oil",40.3,3505,58,214,102,258,"not_censored",1412.515,12.3,NA,NA,NA,NA,31.9
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Croplan Genetics","460 E NS","Croplan Genetics_460 E NS",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","NS_oil",46,3947,65,221,105,261,"not_censored",1815.62,16.9,NA,NA,NA,NA,29
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Croplan Genetics","548 CL DMR NS","Croplan Genetics_548 CL DMR NS",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","NS_oil",41.4,3285,61,217,101,257,"not_censored",1359.99,13.8,NA,NA,NA,NA,30.2
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Croplan Genetics","559 CL DMR NS","Croplan Genetics_559 CL DMR NS",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","NS_oil",43,3387,65,221,106,262,"not_censored",1456.41,18,NA,NA,NA,NA,29.3
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Genosys","11G04","Genosys_11G04",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","HO_oil",39,2760,62,218,101,257,"not_censored",1076.4,14.4,NA,NA,NA,NA,31.2
"A-652 2012_app_final.csv","Wyndmere","Wyndmere_2012","Wyndmere","ND",2012,"Genosys","11G08","Genosys_11G08",20120604,20121022,156,296,46.4095,-97.114,"Wyndmere_USDA","Wyndmere","Richland","farm","N",NA,"dryland","oil","NS_oil",42,3545,60,216,100,256,"not_censored",1488.9,14.4,NA,NA,NA,NA,31.2
